StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q389_Browser,Q389_Version,Q389_Operating System,Q389_Resolution,Consent timing_First Click,Consent timing_Last Click,Consent timing_Page Submit,Consent timing_Click Count,Consent,prolific_id,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q110,Q160,Q163,Q165,Q178,Q164,Q179,Q608_First Click,Q608_Last Click,Q608_Page Submit,Q608_Click Count,Q609,Tutorial,Q613,Q653_First Click,Q653_Last Click,Q653_Page Submit,Q653_Click Count,Q655,Q192_First Click,Q192_Last Click,Q192_Page Submit,Q192_Click Count,Q657,Q614_First Click,Q614_Last Click,Q614_Page Submit,Q614_Click Count,Q615,Q193_First Click,Q193_Last Click,Q193_Page Submit,Q193_Click Count,Q171,Q593_First Click,Q593_Last Click,Q593_Page Submit,Q593_Click Count,Q594,Q175,Q176,Demographics timing_First Click,Demographics timing_Last Click,Demographics timing_Page Submit,Demographics timing_Click Count,age,gender,country,country_3_TEXT,education,education_6_TEXT,ai,AI_1,AI_2,AI_3,AI_4,AI_5,comments,Q261,Random_ID,AWSURL,group,ProlificID
2025-07-27 07:45:49,2025-07-27 07:56:13,0,5.29.14.10,100,623,1,2025-07-27 07:56:13,R_9aFf3ZosFcXXqHD,,,,,32.0717,34.8153,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,0.913,0.913,1.744,1,1,M12983609234792834-23423423,1.887,1.887,2.157,1,0,0,1.504,0,,2,2,4,2,1,1,1.245,1.245,5.404,1,,4242,,,,,,,,,,,,0,0,1.823,0,,1.162,525.36,531.267,3,APPL,2.771,4.939,5.909,3,1,,,6.63,15.688,15.995,11,88,0,1,,1,,1,1,1,1,1,1,,,3399886356,,4,M12983609234792834-23423423
2025-07-27 07:56:20,2025-07-27 07:59:34,0,5.29.14.10,100,194,1,2025-07-27 07:59:34,R_78NzJaIX4PeiCIV,,,,,32.0717,34.8153,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.927,1.927,3.178,1,1,Myyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,0,0,2.131,0,0,0,1.587,0,,2,2,4,2,1,1,1.636,2.006,4.697,2,,4242,,0,0,1.593,0,,4.822,128.842,132.494,2,APPL,,,,,,,,,,,2.515,2.515,3.841,1,1,,,0.758,11.501,11.957,12,97,1,5,,3,,3,4,4,4,4,4,,,4714371316,,0,Myyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2025-07-27 07:59:42,2025-07-27 08:04:28,0,5.29.14.10,100,286,1,2025-07-27 08:04:29,R_4YyvPINhOdVdil3,,,,,32.0717,34.8153,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,0.89,0.89,1.512,1,1,Y6757575757575757575757575,1.952,1.952,2.207,1,0,0,1.849,0,,2,2,4,2,1,1,1.971,1.971,4.622,1,,4242,,,,,,,,,,,,0,0,1.699,0,,0.187,206.887,210.972,3,APPL,2.447,2.983,4.65,2,2,,,1.133,13.293,14.453,13,55,3,5,,3,,2,4,5,5,4,4,,,7186087304,,1,Y6757575757575757575757575
2025-07-28 06:54:39,2025-07-28 07:01:16,0,5.29.14.10,100,397,1,2025-07-28 07:01:17,R_4oNnVZyNjpwiZqG,,,,,32.0717,34.8153,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.233,1.233,1.977,1,1,Solomon122222222222222222,1.722,1.722,2.013,1,0,0,1.796,0,,2,2,4,2,1,1,2.947,71.554,71.871,3,,4242,,,,,,,,,,,,0,0,13.999,0,,1.183,206.843,209.716,2,APPL,26.416,26.416,28.916,1,2,,,1.112,9.587,9.882,11,66,0,2,,2,,2,2,2,2,5,5,,,4151968018,,4,Solomon122222222222222222
2025-07-28 07:05:24,2025-07-28 07:20:14,0,69.249.13.141,100,890,1,2025-07-28 07:20:15,R_5FLDC9rfQMOE7JQ,,,,,40.4438,-75.3426,anonymous,EN,Firefox,141.0,Windows NT 10.0,1280x720,1.381,2.182,2.993,2,1,5ba292385301b80001c71ba2,52.12,52.12,62.007,1,6.901,6.901,14.308,1,,2,2,4,2,1,1,6.068,193.758,195.971,5,,4242,,,,,,,,,,,,2.834,49.391,52.249,4,,2.61,361.048,363.336,4,APPL,4.27,26.538,34.547,4,2,The AI agent is trained now to make the right moves for maximum points.,"Fun study, thanks.",1.938,23.763,24.109,18,52,0,1,,4,,6,7,7,7,1,7,"Fun study, thanks.",,3724821986,,3,5ba292385301b80001c71ba2
2025-07-28 07:08:03,2025-07-28 07:22:50,0,84.65.44.6,100,886,1,2025-07-28 07:22:50,R_2pAVx2pFLVYOXuU,,,,,51.5554,0.6466,anonymous,EN,Firefox,141.0,Windows NT 10.0,3072x1728,11.997,11.997,12.9,1,1,63ea4d64095b3286433ed52e,1.355,288.359,290.362,9,3.34,3.34,6.9,1,,2,2,4,2,1,1,4.296,96.829,100.727,2,,4242,,,,,,,,,,,,2.213,12.956,16.286,5,,2.093,286.459,287.445,2,APPL,2.423,18.835,24.103,5,1,I feel I would do better as I understand the game logic,n/a,0.899,20.657,21.623,13,35,0,2,,3,,4,3,5,7,4,4,,,2511589937,,1,63ea4d64095b3286433ed52e
2025-07-28 07:06:09,2025-07-28 07:26:50,0,88.97.196.216,100,1241,1,2025-07-28 07:26:50,R_2EziTPQPQzl4lkY,,,,,54.5856,-1.3173,anonymous,EN,Chrome,137.0.0.0,CrOS x86_64 14541.0.0,1536x864,10.67,10.67,12.495,1,1,62d59b380be0866cf039e0ee,0,0,81.058,0,0,0,18.995,0,,2,2,4,2,1,1,58.453,340.275,343.789,2,,4242,,,,,,,,,,,,0,0,251.879,0,,2.813,322.763,326.173,2,APPL,12.261,12.914,30.504,2,1,I can control it more and potentially avoid mistakes and point loss,,1.194,17.821,18.582,10,43,0,2,,3,,3,6,5,7,5,5,,,7113928571,,2,62d59b380be0866cf039e0ee
2025-07-28 07:09:55,2025-07-28 07:29:24,0,80.7.253.228,100,1168,1,2025-07-28 07:29:24,R_2wvmZDSeOh9NE4r,,,,,53.3896,-2.2801,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1366x768,3.323,5.201,7.954,2,1,6788319fd22b8480d7fd03da,26.784,62.45,103.931,3,0,0,52.172,0,,2,2,4,2,1,1,19.133,191.068,194.398,3,,4242,,,,,,,,,,,,0,0,68.733,0,,10.051,472.421,480.636,3,APPL,5.606,19.194,20.039,4,1,The agent made too many mistakes.,,2.224,39.445,40.925,14,58,0,2,,3,,4,5,6,7,3,5,,,6166487499,,2,6788319fd22b8480d7fd03da
2025-07-28 07:09:24,2025-07-28 07:30:15,0,81.154.5.83,100,1250,1,2025-07-28 07:30:16,R_87QFxbG9zknqaFr,,,,,53.2588,-2.5202,anonymous,EN,Chrome,138.0.0.0,Macintosh,1920x1243,14.401,14.401,15.509,1,1,5d4838b1334cb0001af8273d,0,0,98.295,0,0,0,19.962,0,,2,2,4,2,1,1,17.675,131.291,133.314,2,,4242,,,,,,,,,,,,0,0,88.595,0,,4.115,626.251,628.505,2,APPL,9.959,44.511,61.331,3,1,"I would be able to make judgement calls about losing points versus gaining them. For example, I would sacrifice one point on a red ball, to get to a blue ball.",Fun! It'd be great if I could do more of these kinds of studies!,1.66,27.937,28.892,10,42,0,2,,3,,5,6,7,7,5,6,,,5461653281,,4,5d4838b1334cb0001af8273d
2025-07-28 07:11:34,2025-07-28 07:30:20,0,86.28.109.52,100,1125,1,2025-07-28 07:30:20,R_2fJGboYBZjo0QES,,,,,52.7681,-1.2026,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,2.937,4.067,5.488,2,1,5d2483e69e5cf1001c850dfb,51.056,51.056,52.396,1,10.37,10.37,12.207,1,,2,2,4,2,1,1,3.709,377.738,381.212,5,,4242,,,,,,,,,,,,4.775,6.697,9.258,2,,3.999,327.148,330.757,5,APPL,5.374,13.47,23.12,4,1,"i dont trust the agent ",,2.782,38.047,39.406,14,27,1,2,,3,,1,4,5,5,5,3,,,7612423273,,3,5d2483e69e5cf1001c850dfb
2025-07-28 07:04:02,2025-07-28 07:36:58,0,146.198.30.54,100,1975,1,2025-07-28 07:36:58,R_2p4AvGYNKrHL4rv,,,,,55.8319,-4.4322,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,8.9,8.9,11.055,1,1,681b781064a5701a5ceee3bc,24.649,85.738,110.277,4,12.039,12.039,38.859,1,,2,2,4,2,1,1,27.553,304.585,309.767,3,,4242,,,,,,,,,,,,4.783,100.255,110.227,6,,7.712,1038.2,1042.797,2,APPL,4.056,78.576,111.668,10,1,"The agent cannot be programmed to follow my commands, I can do the task myself with orders of magnitude less hassle and frustration",the programming of the agent is impossible to carry out as indicated,2.469,34.237,35.692,13,54,1,2,,4,,3,3,1,5,6,4,"absolutely maddening interface with agent, I hated it!",,4475175664,,1,681b781064a5701a5ceee3bc
2025-07-28 07:18:38,2025-07-28 07:37:26,0,81.147.182.140,100,1127,1,2025-07-28 07:37:26,R_8eSYoWof2yj9Rxn,,,,,51.5384,-0.039,anonymous,EN,Chrome,138.0.0.0,Macintosh,1470x956,8.663,8.663,9.901,1,1,67a54503a9d38ce3140394eb,0,0,80.515,0,30.3,30.3,43.124,1,,2,2,4,2,1,1,22.147,340.431,344.323,2,,4242,,,,,,,,,,,,0,0,33.542,0,,3.713,343.949,345.855,2,APPL,5.142,7.412,50.114,2,1,The agent is avoiding some traps (lava/red balls) but is not yet optimising its score by going out of its way to collect blue and green balls.,,1.711,32.21,33.101,11,54,1,2,,4,,4,5,5,5,4,4,,,5096128244,,2,67a54503a9d38ce3140394eb
2025-07-28 07:15:58,2025-07-28 07:37:56,0,82.16.234.144,100,1318,1,2025-07-28 07:37:57,R_2mLdSlaU91uW3xi,,,,,51.5773,-0.3278,anonymous,EN,Chrome,128.0.0.0,Macintosh,1920x1200,1.896,1.896,5.061,1,1,677c4ec6bf1d6e16cf3d3055,0,0,61.216,0,26.617,26.617,41.08,1,,2,2,4,2,1,1,9.692,241.51,243.808,3,,4242,,,,,,,,,,,,0,0,41.295,0,,2.34,647.995,649.409,4,APPL,5.199,6.042,26.43,2,1,The agent will sometimes avoid collecting balls and not getting the max score,,1.064,33.731,34.842,13,43,0,2,,3,,4,5,4,5,4,4,,,8879917687,,1,677c4ec6bf1d6e16cf3d3055
2025-07-28 07:11:17,2025-07-28 07:42:01,0,94.5.122.183,100,1844,1,2025-07-28 07:42:01,R_2G9rjxeIoZrK3aY,,,,,52.6562,1.3277,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,8.834,8.834,11.458,1,1,58cd0bc2a47dbb000171dc8b,0,0,66.923,0,0,0,31.502,0,,2,2,4,2,1,1,27.339,358.447,363.147,2,,4242,,0,0,793.34,0,,5.172,188.12,196.53,3,APPL,,,,,,,,,,,8.977,11.035,55.97,2,2,Why should I do it if the agent can do it for me and still earn the same amount,,1.7,19.796,21.997,12,61,0,2,,2,,5,7,7,7,1,7,"The training bit didn't seem to work correctly, when you correct the path there is no way to get the cursor to follow your path, pressing next just carries on with the initial route.",,8120499080,,0,58cd0bc2a47dbb000171dc8b
